season,week,contestant_id,celebrity_name,ballroom_partner,J_total,p_hat,V_hat,judge_share,fan_judge_gap,momentum,popularity_score,eliminated,uncertainty_width
31,8,379,Gabby Windey,Valentin Chmerkovskiy,40.0,0.14744992052145603,1474499.2052145603,0.12738853503184713,0.020061385489608896,-0.0007055649053755164,-1.891520079340677,0,0.05801702295300194
31,9,368,Trevor Donovan,Emma Slater,32.5,0.033990202807025804,339902.02807025803,0.14772727272727273,-0.11373706992024693,-0.022050167556328854,-3.9178936753608644,1,0.022050167556328854
31,9,369,Daniel Durant,Britt Stewart,34.5,0.05604037036335465,560403.7036335465,0.15681818181818183,-0.10077781145482717,0.02205016755632884,-3.713591545360864,1,0.022050167556328847
31,9,370,Wayne Brady,Witney Carson,36.5,0.15233352041882176,1523335.2041882176,0.16590909090909092,-0.013575570490269168,-0.09882199493632204,-1.5741680653608645,0,0.0
31,9,375,Charli D'Amelio,Mark Ballas,40.0,0.41408544041967815,4140854.4041967816,0.18181818181818182,0.23226725860149633,-5.551115123125783e-17,-1.0294920703608645,0,0.0
31,9,378,Shangela,Gleb Savchenko,36.5,0.09239495063597589,923949.5063597589,0.16590909090909092,-0.07351414027311504,0.0,-2.4430200553608645,0,0.036354580272621236
31,9,379,Gabby Windey,Valentin Chmerkovskiy,40.0,0.25115551535514374,2511555.1535514374,0.18181818181818182,0.06933733353696192,0.09882199493632199,-1.8983440603608643,0,0.0
31,10,370,Wayne Brady,Witney Carson,38.0,0.16740509727844333,1674050.9727844333,0.24358974358974358,-0.07618464631130026,5.551115123125783e-17,-1.666422530339951,0,0.06586877318689152
31,10,375,Charli D'Amelio,Mark Ballas,40.0,0.45505423392341127,4550542.339234113,0.2564102564102564,0.19864397751315488,5.551115123125783e-17,-0.9851493338399513,0,0.0
31,10,378,Shangela,Gleb Savchenko,38.0,0.1015363240915518,1015363.240915518,0.24358974358974358,-0.14205341949819178,1.3877787807814457e-17,-2.424618923339951,0,0.06586877318689152
31,10,379,Gabby Windey,Valentin Chmerkovskiy,40.0,0.27600434470659363,2760043.4470659364,0.2564102564102564,0.019594088296337242,5.551115123125783e-17,-1.743345726839951,0,0.0
32,1,380,Jamie Lynn Spears,Alan Bersten,15.0,0.004375039058372766,43750.390583727654,0.06493506493506493,-0.06056002587669217,-0.06705353237019866,-2.639057329615259,0,0.015159622562893845
